state,s_curs,a_curs,curs,stateT,dot,curPrd,Prdflat
3,-13.0,17.0,508,-1,532,408,408.0
4,-1.0,14.0,507,0,519,507,407.5
3,0.0,13.0,507,-1,513,407,407.0
4,3.0,4.0,510,0,513,510,412.0
3,7.0,7.0,517,-1,519,417,417.0
4,18.0,15.0,535,0,531,535,534.5
5,17.0,10.0,552,1,548,652,652.0
4,16.0,-2.0,568,0,571,568,679.5
5,39.0,22.0,607,1,597,707,707.0
4,62.0,46.0,669,0,627,669,678.0
3,80.0,41.0,749,-1,661,649,649.0
4,55.0,-7.0,804,0,695,804,600.5
1,48.0,-32.0,852,-3,730,552,552.0
4,24.0,-31.0,876,0,766,876,867.5
7,7.0,-41.0,883,3,802,1183,1183.0
4,5.0,-19.0,888,0,835,888,1087.5
5,4.0,-3.0,892,1,866,992,992.0
4,4.0,-1.0,896,0,894,896,846.0
2,4.0,0.0,900,-2,919,700,700.0
4,10.0,6.0,910,0,939,910,860.0
5,10.0,6.0,920,1,954,1020,1020.0
4,10.0,0.0,930,0,964,930,1135.0
7,20.0,10.0,950,3,969,1250,1250.0
4,14.0,4.0,964,0,968,964,1009.5
2,5.0,-15.0,969,-2,961,769,769.0
4,0.0,-14.0,969,0,950,969,719.0
1,0.0,-5.0,969,-3,933,669,669.0
4,0.0,0.0,969,0,911,969,869.0
5,0.0,0.0,969,1,886,1069,1069.0
4,-21.0,-21.0,948,0,857,948,1146.0
7,-25.0,-25.0,923,3,825,1223,1223.0
4,-13.0,8.0,910,0,792,910,954.5
2,-24.0,1.0,886,-2,757,686,686.0
4,-29.0,-16.0,857,0,723,857,861.5
6,-20.0,4.0,837,2,690,1037,1037.0
4,-37.0,-8.0,800,0,659,800,845.0
3,-47.0,-27.0,753,-1,631,653,653.0
4,-29.0,8.0,724,0,608,724,815.0
7,-47.0,0.0,677,3,589,977,977.0
4,-61.0,-32.0,616,0,577,616,927.5
7,-38.0,9.0,578,3,571,878,878.0
4,-47.0,14.0,531,0,572,531,589.5
2,-30.0,8.0,501,-2,581,301,301.0
4,-15.0,32.0,486,0,597,486,492.5
6,-2.0,28.0,484,2,622,684,684.0
4,-3.0,12.0,481,0,654,481,479.0
2,-7.0,-5.0,474,-2,693,274,274.0
4,-6.0,-3.0,468,0,740,468,419.0
5,-4.0,3.0,464,1,792,564,564.0
4,0.0,6.0,464,0,850,464,414.0
2,0.0,4.0,464,-2,913,264,264.0
4,10.0,10.0,474,0,979,474,352.0
3,66.0,66.0,540,-1,1046,440,440.0
4,74.0,64.0,614,0,1115,614,443.0
1,132.0,66.0,746,-3,1182,446,446.0
4,97.0,23.0,843,0,1248,843,812.0
7,35.0,-97.0,878,3,1310,1178,1178.0
4,13.0,-84.0,891,0,1369,891,1193.5
7,18.0,-17.0,909,3,1421,1209,1209.0
4,19.0,6.0,928,0,1465,928,1122.0
5,7.0,-11.0,935,1,1503,1035,1035.0
4,9.0,-10.0,944,0,1531,944,1044.5
5,10.0,3.0,954,1,1551,1054,1054.0
4,11.0,2.0,965,0,1561,965,1117.5
6,16.0,6.0,981,2,1562,1181,1181.0
4,21.0,10.0,1002,0,1554,1002,1151.0
5,19.0,3.0,1021,1,1537,1121,1121.0
4,16.0,-5.0,1037,0,1511,1037,980.0
2,2.0,-17.0,1039,-2,1478,839,839.0
4,2.0,-14.0,1041,0,1439,1041,840.5
2,1.0,-1.0,1042,-2,1395,842,842.0
4,0.0,-2.0,1042,0,1347,1042,992.0
5,0.0,-1.0,1042,1,1296,1142,1142.0
4,-1.0,-1.0,1041,0,1244,1041,1021.0
3,-41.0,-41.0,1000,-1,1193,900,900.0
4,-48.0,-47.0,952,0,1144,952,836.0
3,-80.0,-39.0,872,-1,1094,772,772.0
4,-48.0,0.0,824,0,1056,824,860.5
6,-75.0,5.0,749,2,1021,949,949.0
4,-40.0,8.0,709,0,993,709,766.5
3,-25.0,50.0,684,-1,972,584,584.0
4,-21.0,19.0,663,0,959,663,669.5
5,-8.0,17.0,655,1,955,755,755.0
4,-3.0,18.0,652,0,959,652,652.5
3,-2.0,6.0,650,-1,971,550,550.0
4,-3.0,0.0,647,0,991,647,646.5
5,-4.0,-2.0,643,1,1019,743,743.0
4,-5.0,-2.0,638,0,1052,638,837.0
7,-7.0,-3.0,631,3,1091,931,931.0
4,-1.0,4.0,630,0,1133,630,630.5
1,0.0,7.0,630,-3,1178,330,330.0
4,8.0,9.0,638,0,1224,638,417.0
2,66.0,66.0,704,-2,1270,504,504.0
4,114.0,106.0,818,0,1314,818,699.5
3,177.0,111.0,995,-1,1355,895,895.0
4,110.0,-4.0,1105,0,1391,1105,946.5
2,93.0,-84.0,1198,-2,1422,998,998.0
4,56.0,-54.0,1254,0,1446,1254,1302.0
7,52.0,-41.0,1306,3,1462,1606,1606.0
4,33.0,-23.0,1339,0,1470,1339,1327.5
1,10.0,-42.0,1349,-3,1470,1049,1049.0
4,1.0,-32.0,1350,0,1460,1350,1099.5
2,0.0,-10.0,1350,-2,1442,1150,1150.0
4,0.0,-1.0,1350,0,1415,1350,1350.0
6,0.0,0.0,1350,2,1380,1550,1550.0
4,0.0,0.0,1350,0,1337,1350,1400.0
3,0.0,0.0,1350,-1,1287,1250,1250.0
4,0.0,0.0,1350,0,1231,1350,1250.0
3,0.0,0.0,1350,-1,1170,1250,1250.0
4,0.0,0.0,1350,0,1105,1350,1346.5
5,-7.0,-7.0,1343,1,1036,1443,1443.0
4,-57.0,-57.0,1286,0,967,1286,1444.0
7,-141.0,-134.0,1145,3,898,1445,1445.0
4,-132.0,-75.0,1013,0,824,1013,1100.5
2,-57.0,84.0,956,-2,761,756,756.0
4,-49.0,83.0,907,0,697,907,722.5
2,-18.0,39.0,889,-2,636,689,689.0
4,-3.0,46.0,886,0,580,886,886.0
6,-3.0,15.0,883,2,530,1083,1083.0
4,-1.0,2.0,882,0,486,882,881.5
2,-2.0,1.0,880,-2,448,680,680.0
4,-8.0,-7.0,872,0,418,872,620.0
1,-12.0,-10.0,860,-3,394,560,560.0
4,-19.0,-11.0,841,0,378,841,845.5
7,-10.0,2.0,831,3,370,1131,1131.0
4,-19.0,0.0,812,0,370,812,1107.5
7,-28.0,-18.0,784,3,376,1084,1084.0
4,-12.0,7.0,772,0,389,772,972.0
5,-12.0,16.0,760,1,409,860,860.0
4,-11.0,1.0,749,0,435,749,849.0
5,-11.0,1.0,738,1,466,838,838.0
4,-32.0,-21.0,706,0,501,706,898.5
7,-47.0,-36.0,659,3,541,959,959.0
4,-37.0,-5.0,622,0,584,622,614.0
1,-53.0,-6.0,569,-3,629,269,269.0
4,-28.0,9.0,541,0,676,541,453.5
5,-3.0,50.0,538,1,724,638,638.0
4,0.0,28.0,538,0,771,538,538.0
3,0.0,3.0,538,-1,818,438,438.0
4,20.0,20.0,558,0,864,558,406.0
2,16.0,16.0,574,-2,908,374,374.0
4,13.0,-7.0,587,0,949,587,534.5
5,8.0,-8.0,595,1,987,695,695.0
4,7.0,-6.0,602,0,1021,602,761.5
6,26.0,18.0,628,2,1051,828,828.0
4,91.0,84.0,719,0,1077,719,925.0
6,103.0,77.0,822,2,1099,1022,1022.0
4,153.0,62.0,975,0,1117,975,1099.0
5,101.0,-2.0,1076,1,1130,1176,1176.0
4,22.0,-131.0,1098,0,1138,1098,1192.0
5,10.0,-91.0,1108,1,1142,1208,1208.0
4,11.0,-11.0,1119,0,1143,1119,1119.0
3,11.0,1.0,1130,-1,1139,1030,1030.0
4,1.0,-10.0,1131,0,1132,1131,1030.5
3,0.0,-11.0,1131,-1,1122,1031,1031.0
4,-4.0,-5.0,1127,0,1109,1127,1178.0
6,-2.0,-2.0,1125,2,1095,1325,1325.0
4,-4.0,0.0,1121,0,1078,1121,1268.0
5,-10.0,-8.0,1111,1,1061,1211,1211.0
4,-15.0,-11.0,1096,0,1044,1096,1239.5
6,-28.0,-18.0,1068,2,1026,1268,1268.0
4,-21.0,-6.0,1047,0,1009,1047,1038.0
2,-39.0,-11.0,1008,-2,993,808,808.0
4,-23.0,-2.0,985,0,978,985,923.0
5,-47.0,-8.0,938,1,965,1038,1038.0
4,-34.0,-11.0,904,0,955,904,911.0
3,-20.0,27.0,884,-1,947,784,784.0
4,-31.0,3.0,853,0,943,853,757.5
3,-22.0,-2.0,831,-1,941,731,731.0
4,-15.0,16.0,816,0,942,816,814.0
5,-19.0,3.0,797,1,947,897,897.0
4,-3.0,12.0,794,0,955,794,745.5
2,0.0,19.0,794,-2,966,594,594.0
4,0.0,3.0,794,0,980,794,799.0
6,10.0,10.0,804,2,997,1004,1004.0
4,40.0,40.0,844,0,1017,844,994.5
5,41.0,31.0,885,1,1039,985,985.0
4,73.0,33.0,958,0,1062,958,1044.5
5,46.0,5.0,1004,1,1087,1104,1104.0
4,23.0,-50.0,1027,0,1113,1027,1226.0
7,21.0,-25.0,1048,3,1139,1348,1348.0
4,26.0,3.0,1074,0,1165,1074,1381.0
7,40.0,19.0,1114,3,1191,1414,1414.0
4,39.0,13.0,1153,0,1214,1153,1163.0
1,59.0,19.0,1212,-3,1236,912,912.0
4,45.0,6.0,1257,0,1256,1257,1002.0
2,35.0,-24.0,1292,-2,1273,1092,1092.0
4,70.0,25.0,1362,0,1287,1362,1207.5
3,61.0,26.0,1423,-1,1296,1323,1323.0
4,22.0,-48.0,1445,0,1302,1445,1294.0
2,20.0,-41.0,1465,-2,1303,1265,1265.0
4,7.0,-15.0,1472,0,1299,1472,1221.5
1,6.0,-14.0,1478,-3,1291,1178,1178.0
4,5.0,-2.0,1483,0,1277,1483,1489.0
7,17.0,11.0,1500,3,1258,1800,1800.0
4,7.0,2.0,1507,0,1234,1507,1603.5
3,0.0,-17.0,1507,-1,1205,1407,1407.0
4,0.0,-7.0,1507,0,1172,1507,1505.5
5,-3.0,-3.0,1504,1,1134,1604,1604.0
4,-12.0,-12.0,1492,0,1090,1492,1635.0
6,-26.0,-23.0,1466,2,1044,1666,1666.0
4,-60.0,-48.0,1406,0,994,1406,1636.5
7,-99.0,-73.0,1307,3,941,1607,1607.0
4,-51.0,9.0,1256,0,889,1256,1341.5
3,-80.0,19.0,1176,-1,833,1076,1076.0
4,-60.0,-9.0,1116,0,777,1116,1029.5
3,-33.0,47.0,1083,-1,721,983,983.0
4,-47.0,13.0,1036,0,666,1036,1032.0
5,-55.0,-22.0,981,1,613,1081,1081.0
4,-46.0,1.0,935,0,558,935,1045.5
5,-25.0,30.0,910,1,514,1010,1010.0
4,-43.0,3.0,867,0,470,867,868.0
3,-41.0,-16.0,826,-1,431,726,726.0
4,-24.0,19.0,802,0,397,802,597.0
1,-34.0,7.0,768,-3,369,468,468.0
4,-35.0,-11.0,733,0,347,733,741.0
7,-19.0,15.0,714,3,332,1014,1014.0
4,-14.0,21.0,700,0,324,700,957.0
6,0.0,19.0,700,2,324,900,900.0
4,0.0,14.0,700,0,331,700,850.0
5,0.0,0.0,700,1,345,800,800.0
4,0.0,0.0,700,0,367,700,900.0
7,0.0,0.0,700,3,396,1000,1000.0
4,0.0,0.0,700,0,432,700,1002.0
7,4.0,4.0,704,3,474,1004,1004.0
4,11.0,11.0,715,0,523,715,817.5
3,16.0,12.0,731,-1,576,631,631.0
4,28.0,17.0,759,0,635,759,614.0
2,38.0,22.0,797,-2,697,597,597.0
4,43.0,15.0,840,0,763,840,837.0
5,137.0,99.0,977,1,831,1077,1077.0
4,179.0,136.0,1156,0,900,1156,1116.0
3,99.0,-38.0,1255,-1,970,1155,1155.0
4,67.0,-112.0,1322,0,1039,1322,1106.0
1,35.0,-64.0,1357,-3,1106,1057,1057.0
4,33.0,-34.0,1390,0,1171,1390,1387.0
7,27.0,-8.0,1417,3,1233,1717,1717.0
4,50.0,17.0,1467,0,1290,1467,1752.0
7,20.0,-7.0,1487,3,1342,1787,1787.0
4,2.0,-48.0,1489,0,1389,1489,1688.0
5,0.0,-20.0,1489,1,1429,1589,1589.0
4,0.0,-2.0,1489,0,1462,1489,1589.0
5,0.0,0.0,1489,1,1488,1589,1589.0
4,1.0,1.0,1490,0,1506,1490,1693.0
7,7.0,7.0,1497,3,1517,1797,1797.0
4,5.0,4.0,1502,0,1520,1502,1550.0
2,1.0,-6.0,1503,-2,1516,1303,1303.0
4,0.0,-5.0,1503,0,1504,1503,1338.0
3,-30.0,-31.0,1473,-1,1486,1373,1373.0
4,-27.0,-27.0,1446,0,1461,1446,1431.5
5,-56.0,-26.0,1390,1,1431,1490,1490.0
4,-38.0,-11.0,1352,0,1396,1352,1361.0
3,-20.0,36.0,1332,-1,1357,1232,1232.0
4,-24.0,14.0,1308,0,1315,1308,1154.0
2,-32.0,-12.0,1276,-2,1271,1076,1076.0
4,-31.0,-7.0,1245,0,1225,1245,1089.0
3,-43.0,-11.0,1202,-1,1180,1102,1102.0
4,-59.0,-28.0,1143,0,1136,1143,983.5
2,-78.0,-35.0,1065,-2,1093,865,865.0
4,-36.0,23.0,1029,0,1054,1029,963.0
5,-68.0,10.0,961,1,1018,1061,1061.0
4,-62.0,-26.0,899,0,986,899,1055.5
6,-49.0,19.0,850,2,961,1050,1050.0
4,-57.0,5.0,793,0,941,793,946.5
5,-50.0,-1.0,743,1,927,843,843.0
4,-41.0,16.0,702,0,920,702,900.5
7,-44.0,6.0,658,3,919,958,958.0
4,-51.0,-10.0,607,0,924,607,610.0
1,-45.0,-1.0,562,-3,938,262,262.0
4,-25.0,26.0,537,0,954,537,340.5
3,-18.0,27.0,519,-1,977,419,419.0
4,-8.0,17.0,511,0,1005,511,515.0
5,0.0,18.0,511,1,1036,611,611.0
4,0.0,8.0,511,0,1070,511,462.5
2,3.0,3.0,514,-2,1106,314,314.0
4,8.0,8.0,522,0,1142,522,391.5
3,47.0,44.0,569,-1,1178,469,469.0
4,140.0,132.0,709,0,1212,709,605.5
2,233.0,186.0,942,-2,1244,742,742.0
4,152.0,12.0,1094,0,1270,1094,1170.5
7,205.0,-28.0,1299,3,1292,1599,1599.0
4,98.0,-54.0,1397,0,1308,1397,1555.5
5,15.0,-190.0,1412,1,1316,1512,1512.0
4,1.0,-97.0,1413,0,1318,1413,1513.0
5,1.0,-14.0,1414,1,1311,1514,1514.0
4,0.0,-1.0,1414,0,1295,1414,1614.0
7,0.0,-1.0,1414,3,1271,1714,1714.0
4,0.0,0.0,1414,0,1239,1414,1414.5
1,1.0,1.0,1415,-3,1198,1115,1115.0
4,3.0,3.0,1418,0,1151,1418,1120.5
1,8.0,7.0,1426,-3,1097,1126,1126.0
4,0.0,-3.0,1426,0,1039,1426,1226.0
3,0.0,-8.0,1426,-1,976,1326,1326.0
4,-3.0,-3.0,1423,0,909,1423,1316.5
3,-16.0,-16.0,1407,-1,842,1307,1307.0
4,-23.0,-20.0,1384,0,774,1384,1162.0
1,-67.0,-51.0,1317,-3,707,1017,1017.0
4,-100.0,-77.0,1217,0,643,1217,1222.5
7,-89.0,-22.0,1128,3,579,1428,1428.0
4,-45.0,55.0,1083,0,525,1083,1183.0
3,-45.0,44.0,1038,-1,474,938,938.0
4,-38.0,7.0,1000,0,430,1000,1006.0
5,-26.0,19.0,974,1,393,1074,1074.0
4,-24.0,14.0,950,0,364,950,1051.5
5,-21.0,5.0,929,1,343,1029,1029.0
4,-18.0,6.0,911,0,330,911,867.0
2,-6.0,15.0,905,-2,327,705,705.0
4,-11.0,7.0,894,0,331,894,936.0
7,-27.0,-21.0,867,3,343,1167,1167.0
4,-20.0,-9.0,847,0,362,847,1092.0
6,-30.0,-3.0,817,2,389,1017,1017.0
4,-25.0,-5.0,792,0,422,792,1045.5
7,-18.0,12.0,774,3,460,1074,1074.0
4,-14.0,11.0,760,0,503,760,763.5
1,-7.0,11.0,753,-3,550,453,453.0
4,0.0,14.0,753,0,599,753,553.0
3,0.0,7.0,753,-1,650,653,653.0
4,0.0,0.0,753,0,702,753,653.0
3,0.0,0.0,753,-1,753,653,653.0
4,0.0,0.0,753,0,804,753,671.5
3,37.0,37.0,790,-1,853,690,690.0
4,88.0,88.0,878,0,899,878,759.5
3,51.0,14.0,929,-1,942,829,829.0
4,87.0,-1.0,1016,0,982,1016,1044.5
6,44.0,-7.0,1060,2,1017,1260,1260.0
4,27.0,-60.0,1087,0,1047,1087,1291.5
6,36.0,-8.0,1123,2,1073,1323,1323.0
4,16.0,-11.0,1139,0,1093,1139,1384.5
7,7.0,-29.0,1146,3,1108,1446,1446.0
4,6.0,-10.0,1152,0,1119,1152,1202.0
2,6.0,-1.0,1158,-2,1124,958,958.0
4,30.0,24.0,1188,0,1125,1188,1128.0
5,10.0,4.0,1198,1,1122,1298,1298.0
4,16.0,-14.0,1214,0,1115,1214,1407.5
7,3.0,-7.0,1217,3,1105,1517,1517.0
4,0.0,-16.0,1217,0,1092,1217,1317.0
3,0.0,-3.0,1217,-1,1077,1117,1117.0
4,0.0,0.0,1217,0,1060,1217,1117.0
3,0.0,0.0,1217,-1,1043,1117,1117.0
4,-2.0,-2.0,1215,0,1025,1215,1011.5
1,-9.0,-9.0,1206,-3,1007,906,906.0
4,-18.0,-16.0,1188,0,990,1188,1123.5
6,-47.0,-38.0,1141,2,974,1341,1341.0
4,-80.0,-62.0,1061,0,959,1061,1047.0
2,-108.0,-61.0,953,-2,947,753,753.0
4,-58.0,22.0,895,0,937,895,902.0
6,-44.0,64.0,851,2,930,1051,1051.0
4,-23.0,35.0,828,0,926,828,1035.5
6,-8.0,36.0,820,2,925,1020,1020.0
4,-20.0,3.0,800,0,927,800,853.0
3,-14.0,-6.0,786,-1,932,686,686.0
4,-3.0,17.0,783,0,940,783,783.5
5,-2.0,12.0,781,1,952,881,881.0
4,0.0,3.0,781,0,966,781,931.0
6,0.0,2.0,781,2,982,981,981.0
4,2.0,2.0,783,0,1001,783,747.0
1,30.0,30.0,813,-3,1022,513,513.0
4,68.0,66.0,881,0,1044,881,832.0
6,70.0,40.0,951,2,1068,1151,1151.0
4,79.0,11.0,1030,0,1091,1030,1059.0
3,37.0,-33.0,1067,-1,1116,967,967.0
4,24.0,-55.0,1091,0,1139,1091,1095.0
5,32.0,-5.0,1123,1,1162,1223,1223.0
4,50.0,26.0,1173,0,1184,1173,1117.0
2,38.0,6.0,1211,-2,1205,1011,1011.0
4,13.0,-37.0,1224,0,1222,1224,1228.5
6,22.0,-16.0,1246,2,1238,1446,1446.0
4,11.0,-2.0,1257,0,1251,1257,1253.5
2,4.0,-18.0,1261,-2,1260,1061,1061.0
4,21.0,10.0,1282,0,1266,1282,1078.5
2,14.0,10.0,1296,-2,1268,1096,1096.0
4,2.0,-19.0,1298,0,1266,1298,1247.5
5,1.0,-13.0,1299,1,1261,1399,1399.0
4,3.0,1.0,1302,0,1251,1302,1450.5
6,0.0,-1.0,1302,2,1237,1502,1502.0
4,0.0,-3.0,1302,0,1219,1302,1452.0
5,0.0,0.0,1302,1,1197,1402,1402.0
4,0.0,0.0,1302,0,1172,1302,1502.0
7,0.0,0.0,1302,3,1142,1602,1602.0
4,-21.0,-21.0,1281,0,1110,1281,1271.5
1,-40.0,-40.0,1241,-3,1074,941,941.0
4,-48.0,-27.0,1193,0,1035,1193,977.0
3,-80.0,-40.0,1113,-1,994,1013,1013.0
4,-55.0,-7.0,1058,0,952,1058,1063.5
5,-44.0,36.0,1014,1,907,1114,1114.0
4,-21.0,34.0,993,0,863,993,979.0
3,-49.0,-5.0,944,-1,818,844,844.0
4,-56.0,-35.0,888,0,773,888,700.0
1,-32.0,17.0,856,-3,729,556,556.0
4,-44.0,12.0,812,0,686,812,814.0
7,-40.0,-8.0,772,3,645,1072,1072.0
4,-26.0,18.0,746,0,606,746,947.0
5,-24.0,16.0,722,1,571,822,822.0
4,-6.0,20.0,716,0,539,716,666.0
2,-6.0,18.0,710,-2,509,510,510.0
4,-3.0,3.0,707,0,486,707,652.0
5,-13.0,-7.0,694,1,466,794,794.0
4,-10.0,-7.0,684,0,452,684,786.0
5,-6.0,7.0,678,1,443,778,778.0
4,-6.0,4.0,672,0,439,672,873.0
7,-4.0,2.0,668,3,441,968,968.0
4,0.0,6.0,668,0,449,668,668.0
1,0.0,4.0,668,-3,463,368,368.0
4,0.0,0.0,668,0,483,668,418.0
2,0.0,0.0,668,-2,509,468,468.0
4,0.0,0.0,668,0,541,668,518.0
3,0.0,0.0,668,-1,578,568,568.0
4,0.0,0.0,668,0,621,668,568.0
3,0.0,0.0,668,-1,668,568,568.0
4,0.0,0.0,668,0,720,668,568.0
3,0.0,0.0,668,-1,776,568,568.0
4,0.0,0.0,668,0,835,668,768.0
7,0.0,0.0,668,3,897,968,968.0
4,0.0,0.0,668,0,960,668,931.5
6,27.0,27.0,695,2,1026,895,895.0
4,22.0,22.0,717,0,1092,717,871.0
5,30.0,3.0,747,1,1157,847,847.0
4,36.0,14.0,783,0,1221,783,984.0
7,38.0,8.0,821,3,1284,1121,1121.0
4,52.0,16.0,873,0,1343,873,880.0
1,66.0,28.0,939,-3,1399,639,639.0
4,28.0,-24.0,967,0,1451,967,724.5
2,43.0,-23.0,1010,-2,1497,810,810.0
4,58.0,30.0,1068,0,1537,1068,880.5
2,83.0,40.0,1151,-2,1571,951,951.0
4,34.0,-24.0,1185,0,1597,1185,1038.5
3,41.0,-42.0,1226,-1,1616,1126,1126.0
4,17.0,-17.0,1243,0,1627,1243,1136.0
3,3.0,-38.0,1246,-1,1630,1146,1146.0
4,18.0,1.0,1264,0,1624,1264,1125.0
2,40.0,37.0,1304,-2,1610,1104,1104.0
4,12.0,-6.0,1316,0,1588,1316,1363.5
7,7.0,-33.0,1323,3,1558,1623,1623.0
4,0.0,-12.0,1323,0,1521,1323,1523.0
5,0.0,-7.0,1323,1,1477,1423,1423.0
4,0.0,0.0,1323,0,1428,1323,1473.0
6,0.0,0.0,1323,2,1374,1523,1523.0
4,0.0,0.0,1323,0,1316,1323,1373.0
3,0.0,0.0,1323,-1,1257,1223,1223.0
4,0.0,0.0,1323,0,1196,1323,1323.0
5,0.0,0.0,1323,1,1135,1423,1423.0
4,0.0,0.0,1323,0,1076,1323,1318.5
3,-9.0,-9.0,1314,-1,1020,1214,1214.0
4,-53.0,-53.0,1261,0,969,1261,1152.0
3,-71.0,-62.0,1190,-1,923,1090,1090.0
4,-163.0,-110.0,1027,0,883,1027,927.5
3,-162.0,-91.0,865,-1,851,765,765.0
4,-66.0,97.0,799,0,826,799,806.5
5,-51.0,111.0,748,1,809,848,848.0
4,-32.0,34.0,716,0,801,716,922.0
7,-20.0,31.0,696,3,801,996,996.0
4,-15.0,17.0,681,0,808,681,972.0
7,-33.0,-13.0,648,3,823,948,948.0
4,-37.0,-22.0,611,0,845,611,668.0
2,-23.0,10.0,588,-2,872,388,388.0
4,-25.0,12.0,563,0,905,563,367.0
2,-17.0,6.0,546,-2,940,346,346.0
4,-11.0,14.0,535,0,978,535,388.5
3,-4.0,13.0,531,-1,1017,431,431.0
4,0.0,11.0,531,0,1055,531,431.0
3,0.0,4.0,531,-1,1091,431,431.0
4,0.0,0.0,531,0,1124,531,331.0
1,0.0,0.0,531,-3,1152,231,231.0
4,4.0,4.0,535,0,1175,535,555.0
7,44.0,44.0,579,3,1191,879,879.0
4,190.0,186.0,769,0,1200,769,821.0
2,194.0,150.0,963,-2,1201,763,763.0
4,134.0,-56.0,1097,0,1193,1097,1036.5
5,113.0,-81.0,1210,1,1177,1310,1310.0
4,56.0,-78.0,1266,0,1153,1266,1353.5
5,31.0,-82.0,1297,1,1120,1397,1397.0
4,19.0,-37.0,1316,0,1080,1316,1516.0
7,19.0,-12.0,1335,3,1033,1635,1635.0
4,1.0,-18.0,1336,0,981,1336,1335.5
1,0.0,-19.0,1336,-3,923,1036,1036.0
4,-1.0,-2.0,1335,0,862,1335,1130.5
3,-10.0,-10.0,1325,-1,798,1225,1225.0
4,-21.0,-20.0,1304,0,733,1304,1139.0
2,-51.0,-41.0,1253,-2,669,1053,1053.0
4,-72.0,-51.0,1181,0,606,1181,1181.0
